id;nome;secao;preco;preco_de;disponivel;descricao;foto;link;marca;material
auto-anel-dourado-no;Anel Dourado nó;Anéis;129,90;161,90;sim;Anel Dourado nó com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20dourado%20n%C3%B3.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-dourado-no;JS Joias Delicadas;Ouro 18k
auto-anel-dourado-pedras-coloridas;Anel Dourado Pedras Coloridas;Anéis;137,90;170,90;sim;Anel Dourado Pedras Coloridas com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20dourado%20pedras%20coloridas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-dourado-pedras-coloridas;JS Joias Delicadas;Ouro 18k
auto-anel-dourado-trevo-texturizado;Anel Dourado Trevo Texturizado;Anéis;142,90;177,90;sim;Anel Dourado Trevo Texturizado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20dourado%20trevo%20texturizado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-dourado-trevo-texturizado;JS Joias Delicadas;Ouro 18k
auto-anel-dourado-trevo-vazado;Anel Dourado Trevo Vazado;Anéis;128,90;159,90;sim;Anel Dourado Trevo Vazado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20dourado%20trevo%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-dourado-trevo-vazado;JS Joias Delicadas;Ouro 18k
auto-anel-prata-abaulado-diamantado;Anel Prata Abaulado Diamantado;Anéis;142,90;177,90;sim;Anel Prata Abaulado Diamantado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20abaulado%20diamantado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-abaulado-diamantado;JS Joias Delicadas;Ródio Branco
auto-anel-prata-alianca-dupla-cravejada;Anel Prata Aliança Dupla Cravejada;Anéis;140,90;174,90;sim;Anel Prata Aliança Dupla Cravejada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20alian%C3%A7a%20dupla%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-alianca-dupla-cravejada;JS Joias Delicadas;Ródio Branco
auto-anel-prata-coracao-cravejado;Anel Prata Coração Cravejado;Anéis;136,90;169,90;sim;Anel Prata Coração Cravejado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20cora%C3%A7%C3%A3o%20cravejado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-coracao-cravejado;JS Joias Delicadas;Ródio Branco
auto-anel-prata-coracao-de-cristais;Anel Prata Coração de Cristais;Anéis;132,90;164,90;sim;Anel Prata Coração de Cristais com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20cora%C3%A7%C3%A3o%20de%20cristais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-coracao-de-cristais;JS Joias Delicadas;Ródio Branco
auto-anel-prata-coracao-liso;Anel Prata Coração Liso;Anéis;110,90;137,90;sim;Anel Prata Coração Liso com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20cora%C3%A7%C3%A3o%20liso.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-coracao-liso;JS Joias Delicadas;Ródio Branco
auto-anel-prata-cravejado-abaulado;Anel Prata Cravejado Abaulado;Anéis;134,90;167,90;sim;Anel Prata Cravejado Abaulado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20cravejado%20abaulado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-cravejado-abaulado;JS Joias Delicadas;Ródio Branco
auto-anel-prata-fileira-de-pedras-ovais;Anel Prata Fileira de Pedras Ovais;Anéis;127,90;158,90;sim;Anel Prata Fileira de Pedras Ovais com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20fileira%20de%20pedras%20ovais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-fileira-de-pedras-ovais;JS Joias Delicadas;Ródio Branco
auto-anel-prata-lua-crescente;Anel Prata Lua Crescente;Anéis;113,90;141,90;sim;Anel Prata Lua Crescente com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20lua%20crescente.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-lua-crescente;JS Joias Delicadas;Ródio Branco
auto-anel-prata-solitario-rosa;Anel Prata Solitário Rosa;Anéis;136,90;169,90;sim;Anel Prata Solitário Rosa com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/anel%20prata%20solit%C3%A1rio%20rosa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-anel-prata-solitario-rosa;JS Joias Delicadas;Ródio Branco
auto-argola-dourada-cravejada;Argola Dourada Cravejada;Brincos;122,90;152,90;sim;Argola Dourada Cravejada com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-cravejada;JS Joias Delicadas;Ouro 18k
auto-argola-dourada-diamantada;Argola Dourada Diamantada;Brincos;106,90;132,90;sim;Argola Dourada Diamantada com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20diamantada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-diamantada;JS Joias Delicadas;Ouro 18k
auto-argola-dourada-elo-torcido;Argola Dourada Elo Torcido;Brincos;118,90;147,90;sim;Argola Dourada Elo Torcido com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20elo%20torcido.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-elo-torcido;JS Joias Delicadas;Ouro 18k
auto-argola-dourada-lisa;Argola Dourada Lisa;Brincos;87,90;108,90;sim;Argola Dourada Lisa com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20lisa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-lisa;JS Joias Delicadas;Ouro 18k
auto-argola-dourada-trancada;Argola Dourada Trançada;Brincos;98,90;122,90;sim;Argola Dourada Trançada com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20tran%C3%A7ada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-trancada;JS Joias Delicadas;Ouro 18k
auto-argola-dourada-trilha-de-cristais;Argola Dourada Trilha de Cristais;Brincos;137,90;170,90;sim;Argola Dourada Trilha de Cristais com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20dourada%20trilha%20de%20cristais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-dourada-trilha-de-cristais;JS Joias Delicadas;Ouro 18k
auto-argola-prata-cristais-baguete;Argola Prata Cristais Baguete;Brincos;107,90;133,90;sim;Argola Prata Cristais Baguete com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20prata%20cristais%20baguete.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-prata-cristais-baguete;JS Joias Delicadas;Ródio Branco
auto-argola-prata-texturizada;Argola Prata Texturizada;Brincos;86,90;107,90;sim;Argola Prata Texturizada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20prata%20texturizada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-prata-texturizada;JS Joias Delicadas;Ródio Branco
auto-argola-prata-torcida;Argola Prata Torcida;Brincos;97,90;121,90;sim;Argola Prata Torcida com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20prata%20torcida.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-prata-torcida;JS Joias Delicadas;Ródio Branco
auto-argola-prata-trancada;Argola Prata Trançada;Brincos;95,90;118,90;sim;Argola Prata Trançada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/argola%20prata%20tran%C3%A7ada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-argola-prata-trancada;JS Joias Delicadas;Ródio Branco
auto-bracelete-prata-liso;Bracelete Prata Liso;Pulseiras;126,90;157,90;sim;Bracelete Prata Liso com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/bracelete%20prata%20liso.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-bracelete-prata-liso;JS Joias Delicadas;Ródio Branco
auto-brinco-dourado-argolinha-coracao-de-cristal;Brinco Dourado Argolinha Coração de Cristal;Brincos;119,90;148,90;sim;Brinco Dourado Argolinha Coração de Cristal com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20argolinha%20cora%C3%A7%C3%A3o%20de%20cristal.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-argolinha-coracao-de-cristal;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-argolinha-cristais-baguete;Brinco Dourado Argolinha Cristais Baguete;Brincos;107,90;133,90;sim;Brinco Dourado Argolinha Cristais Baguete com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20argolinha%20cristais%20baguete.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-argolinha-cristais-baguete;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-barra;Brinco Dourado Barra;Brincos;95,90;118,90;sim;Brinco Dourado Barra com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20barra.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-barra;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-bolinha-diamantada;Brinco Dourado Bolinha Diamantada;Brincos;107,90;133,90;sim;Brinco Dourado Bolinha Diamantada com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20bolinha%20diamantada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-bolinha-diamantada;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-botao-de-madreperola;Brinco Dourado Botão de Madrepérola;Brincos;105,90;131,90;sim;Brinco Dourado Botão de Madrepérola com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20bot%C3%A3o%20de%20madrep%C3%A9rola.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-botao-de-madreperola;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-concha;Brinco Dourado Concha;Brincos;100,90;125,90;sim;Brinco Dourado Concha com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20concha.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-concha;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-coqueiro;Brinco Dourado Coqueiro;Brincos;99,90;123,90;sim;Brinco Dourado Coqueiro com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20coqueiro.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-coqueiro;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-coracao-de-madreperola;Brinco Dourado Coração de Madrepérola;Brincos;117,90;146,90;sim;Brinco Dourado Coração de Madrepérola com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20cora%C3%A7%C3%A3o%20de%20madrep%C3%A9rola.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-coracao-de-madreperola;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-coracao-vazado;Brinco Dourado Coração Vazado;Brincos;108,90;135,90;sim;Brinco Dourado Coração Vazado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20cora%C3%A7%C3%A3o%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-coracao-vazado;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-disco-texturizado;Brinco Dourado Disco Texturizado;Brincos;105,90;131,90;sim;Brinco Dourado Disco Texturizado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20disco%20texturizado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-disco-texturizado;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-escalada-de-coracoes;Brinco Dourado Escalada de Corações;Brincos;107,90;133,90;sim;Brinco Dourado Escalada de Corações com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20escalada%20de%20cora%C3%A7%C3%B5es.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-escalada-de-coracoes;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-flor-com-pedra-roxa;Brinco Dourado Flor com Pedra Roxa;Brincos;123,90;153,90;sim;Brinco Dourado Flor com Pedra Roxa com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20flor%20com%20pedra%20roxa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-flor-com-pedra-roxa;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-flor-de-cristais;Brinco Dourado Flor de Cristais;Brincos;120,90;149,90;sim;Brinco Dourado Flor de Cristais com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20flor%20de%20cristais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-flor-de-cristais;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-flor-de-perolas;Brinco Dourado Flor de Pérolas;Brincos;108,90;135,90;sim;Brinco Dourado Flor de Pérolas com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20flor%20de%20p%C3%A9rolas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-flor-de-perolas;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-kit-argolinhas;Brinco Dourado Kit Argolinhas;Brincos;103,90;128,90;sim;Brinco Dourado Kit Argolinhas com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20kit%20argolinhas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-kit-argolinhas;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-laco-com-pedra-azul;Brinco Dourado Laço com Pedra Azul;Brincos;123,90;153,90;sim;Brinco Dourado Laço com Pedra Azul com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20la%C3%A7o%20com%20pedra%20azul.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-laco-com-pedra-azul;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-ponto-de-luz-azul;Brinco Dourado Ponto de Luz Azul;Brincos;98,90;122,90;sim;Brinco Dourado Ponto de Luz Azul com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20ponto%20de%20luz%20azul.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-ponto-de-luz-azul;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-quadrado-de-madreperola;Brinco Dourado Quadrado de Madrepérola;Brincos;111,90;138,90;sim;Brinco Dourado Quadrado de Madrepérola com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20quadrado%20de%20madrep%C3%A9rola.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-quadrado-de-madreperola;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-quadrado-e-circulo-com-pedra-roxa;Brinco Dourado Quadrado e Círculo com Pedra Roxa;Brincos;118,90;147,90;sim;Brinco Dourado Quadrado e Círculo com Pedra Roxa com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20quadrado%20e%20c%C3%ADrculo%20com%20pedra%20roxa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-quadrado-e-circulo-com-pedra-roxa;JS Joias Delicadas;Ouro 18k
auto-brinco-dourado-quadrado-preto;Brinco Dourado Quadrado Preto;Brincos;101,90;126,90;sim;Brinco Dourado Quadrado Preto com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20quadrado%20preto.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-quadrado-preto;JS Joias Delicadas;Ouro 18k
